,GeoName,GMP,Yr,POP,Region
1242,"Deltona-Daytona Beach-Ormond Beach, FL (MSA)",11694,2004,0.528065026,South East
1243,"Denver-Aurora-Lakewood, CO (MSA)",123193,2004,2.215542047,South East
1244,"Des Moines-West Des Moines, IA (MSA)",30867,2004,0.496038697,South East
1245,"Detroit-Warren-Dearborn, MI (MSA)",195148,2004,4.347829962,South East
1246,"Dothan, AL (MSA)",3973,2004,0.131796318,South East
1247,"Dover, DE (MSA)",4998,2004,0.134604508,South East
1248,"Dubuque, IA (MSA)",3604,2004,0.088007619,South East
1249,"Duluth, MN-WI (MSA)",8440,2004,0.265600906,South East
1250,"Durham-Chapel Hill, NC (MSA)",24448,2004,0.442297603,South East
1251,"East Stroudsburg, PA (MSA)",3876,2004,0.152748768,South East
1252,"Eau Claire, WI (MSA)",5030,2004,0.150279346,South East
1253,"El Centro, CA (MSA)",3507,2004,0.151995839,South East
1254,"Elizabethtown-Fort Knox, KY (MSA)",4055,2004,0.13375334,South East
1255,"Elkhart-Goshen, IN (MSA)",9331,2004,0.189400398,South East
1256,"Elmira, NY (MSA)",2259,2004,0.086824506,South East
1257,"El Paso, TX (MSA)",20625,2004,0.692207008,South East
1258,"Erie, PA (MSA)",7999,2004,0.267650405,South East
1259,"Eugene, OR (MSA)",9952,2004,0.324528794,South East
1260,"Evansville, IN-KY (MSA)",12589,2004,0.288745155,South East
1261,"Fairbanks, AK (MSA)",3919,2004,0.083653518,South East
1262,"Fargo, ND-MN (MSA)",8141,2004,0.181674143,South East
1263,"Farmington, NM (MSA)",4371,2004,0.104158227,South East
1264,"Fayetteville, NC (MSA)",11600,2004,0.329414437,South East
1265,"Fayetteville-Springdale-Rogers, AR-MO (MSA)",14433,2004,0.382503379,South East
1266,"Flagstaff, AZ (MSA)",3571,2004,0.120670429,South East
1267,"Flint, MI (MSA)",12363,2004,0.43873097,South East
1268,"Florence, SC (MSA)",6153,2004,0.191265154,South East
1269,"Florence-Muscle Shoals, AL (MSA)",3191,2004,0.137798506,South East
1270,"Fond du Lac, WI (MSA)",3201,2004,0.096302536,South East
1271,"Fort Collins, CO (MSA)",9332,2004,0.26341491,South East
1272,"Fort Smith, AR-OK (MSA)",7856,2004,0.254280628,South East
1273,"Fort Wayne, IN (MSA)",15185,2004,0.391487058,South East
1274,"Fresno, CA (MSA)",24965,2004,0.842928048,South East
1275,"Gadsden, AL (MSA)",2225,2004,0.099955076,South East
1276,"Gainesville, FL (MSA)",8018,2004,0.236233464,South East
1277,"Gainesville, GA (MSA)",5416,2004,0.153184749,South East
1278,"Gettysburg, PA (MSA)",2131,2004,0.094292035,South East
1279,"Glens Falls, NY (MSA)",3227,2004,0.122708951,South East
1280,"Goldsboro, NC (MSA)",3276,2004,0.113419194,South East
1281,"Grand Forks, ND-MN (MSA)",3064,2004,0.095072608,South East
1282,"Grand Island, NE (MSA)",2478,2004,0.07732393,South East
1283,"Grand Junction, CO (MSA)",3453,2004,0.121563105,South East
1284,"Grand Rapids-Wyoming, MI (MSA)",38264,2004,0.940286037,South East
1285,"Grants Pass, OR (MSA)",1565,2004,0.077563562,South East
1286,"Great Falls, MT (MSA)",2348,2004,0.076669388,South East
1287,"Greeley, CO (MSA)",5711,2004,0.207438887,South East
1288,"Green Bay, WI (MSA)",12834,2004,0.286383719,South East
1289,"Greensboro-High Point, NC (MSA)",28327,2004,0.650866229,South East
1290,"Greenville, NC (MSA)",4416,2004,0.140333037,South East
1291,"Greenville-Anderson-Mauldin, SC (MSA)",25361,2004,0.731391492,South East
1292,"Gulfport-Biloxi-Pascagoula, MS (MSA)",11540,2004,0.358429619,South East
1293,"Hagerstown-Martinsburg, MD-WV (MSA)",6362,2004,0.221010213,South East
1294,"Hammond, LA (MSA)",2209,2004,0.099245215,South East
1295,"Hanford-Corcoran, CA (MSA)",3544,2004,0.142163745,South East
1296,"Harrisburg-Carlisle, PA (MSA)",23631,2004,0.505194972,South East
1297,"Harrisonburg, VA (MSA)",4559,2004,0.113738992,South East
1298,"Hartford-West Hartford-East Hartford, CT (MSA)",64107,2004,1.146303084,South East
1299,"Hattiesburg, MS (MSA)",3678,2004,0.124703329,South East
1300,"Hickory-Lenoir-Morganton, NC (MSA)",10901,2004,0.341852735,South East
1301,"Hilton Head Island-Bluffton-Beaufort, SC (MSA)",6578,2004,0.151580791,South East
1302,"Hinesville, GA (MSA)",2220,2004,0.070069122,South East
1303,"Homosassa Springs, FL (MSA)",2462,2004,0.124873199,South East
1304,"Hot Springs, AR (MSA)",2208,2004,0.087810698,South East
1305,"Houma-Thibodaux, LA (MSA)",6013,2004,0.183021854,South East
1306,"Houston-The Woodlands-Sugar Land, TX (MSA)",279416,2004,4.622189873,South East
1307,"Huntington-Ashland, WV-KY-OH (MSA)",9651,2004,0.33857218,South East
1308,"Huntsville, AL (MSA)",15434,2004,0.359005373,South East
1309,"Idaho Falls, ID (MSA)",3714,2004,0.109920682,South East
1310,"Indianapolis-Carmel-Anderson, IN (MSA)",87312,2004,1.695839646,South East
1311,"Iowa City, IA (MSA)",5733,2004,0.136279357,South East
1312,"Ithaca, NY (MSA)",3197,2004,0.095896574,South East
1313,"Jackson, MI (MSA)",4412,2004,0.157633356,South East
1314,"Jackson, MS (MSA)",20091,2004,0.523721391,South East
1315,"Jackson, TN (MSA)",4298,2004,0.121114774,South East
1316,"Jacksonville, FL (MSA)",49522,2004,1.181627297,South East
1317,"Jacksonville, NC (MSA)",4829,2004,0.149449121,South East
1318,"Janesville-Beloit, WI (MSA)",4699,2004,0.153076848,South East
1319,"Jefferson City, MO (MSA)",4969,2004,0.13850485,South East
1320,"Johnson City, TN (MSA)",4877,2004,0.183008743,South East
1321,"Johnstown, PA (MSA)",3289,2004,0.142547566,South East
1322,"Jonesboro, AR (MSA)",3381,2004,0.109254831,South East
1323,"Joplin, MO (MSA)",4733,2004,0.159952687,South East
1324,"Kahului-Wailuku-Lahaina, HI (MSA)",5429,2004,0.13626666,South East
1325,"Kalamazoo-Portage, MI (MSA)",10715,2004,0.311690956,South East
1326,"Kankakee, IL (MSA)",2710,2004,0.103249895,South East
1327,"Kansas City, MO-KS (MSA)",87200,2004,1.840788668,South East
1328,"Kennewick-Richland, WA (MSA)",7299,2004,0.209771519,South East
1329,"Killeen-Temple, TX (MSA)",9847,2004,0.331236545,South East
1330,"Kingsport-Bristol-Bristol, TN-VA (MSA)",8234,2004,0.2908102,South East
1331,"Kingston, NY (MSA)",3850,2004,0.175694793,South East
1332,"Knoxville, TN (MSA)",27461,2004,0.759094427,South East
1333,"Kokomo, IN (MSA)",3860,2004,0.087093863,South East
1334,"La Crosse-Onalaska, WI-MN (MSA)",4484,2004,0.125097645,South East
1335,"Lafayette, LA (MSA)",15567,2004,0.385054912,South East
1336,"Lafayette-West Lafayette, IN (MSA)",6516,2004,0.181125782,South East
1337,"Lake Charles, LA (MSA)",11281,2004,0.163870368,South East
1338,"Lake Havasu City-Kingman, AZ (MSA)",3025,2004,0.173223387,South East
1339,"Lakeland-Winter Haven, FL (MSA)",13469,2004,0.509552453,South East
1340,"Lancaster, PA (MSA)",16611,2004,0.475088663,South East
1341,"Lansing-East Lansing, MI (MSA)",16585,2004,0.449933534,South East
1342,"Laredo, TX (MSA)",4573,2004,0.205380401,South East
1343,"Las Cruces, NM (MSA)",4076,2004,0.181858743,South East
1344,"Las Vegas-Henderson-Paradise, NV (MSA)",73457,2004,1.60037037,South East
1345,"Lawrence, KS (MSA)",2950,2004,0.10116945,South East
1346,"Lawton, OK (MSA)",3450,2004,0.117032464,South East
1347,"Lebanon, PA (MSA)",2962,2004,0.120671392,South East
1348,"Lewiston, ID-WA (MSA)",1628,2004,0.056701031,South East
1349,"Lewiston-Auburn, ME (MSA)",3295,2004,0.103600063,South East
1350,"Lexington-Fayette, KY (MSA)",19150,2004,0.423550749,South East
1351,"Lima, OH (MSA)",4010,2004,0.102802061,South East
1352,"Lincoln, NE (MSA)",11599,2004,0.273129724,South East
1353,"Little Rock-North Little Rock-Conway, AR (MSA)",25361,2004,0.620088511,South East
1354,"Logan, UT-ID (MSA)",2543,2004,0.10871238,South East
1355,"Longview, TX (MSA)",6445,2004,0.186147936,South East
1356,"Longview, WA (MSA)",2522,2004,0.092094212,South East
1357,"Los Angeles-Long Beach-Anaheim, CA (MSA)",617279,2004,12.31307349,South East
1358,"Louisville/Jefferson County, KY-IN (MSA)",47112,2004,1.131493623,South East
1359,"Lubbock, TX (MSA)",7881,2004,0.262036175,South East
1360,"Lynchburg, VA (MSA)",6856,2004,0.226892147,South East
1361,"Macon, GA (MSA)",7371,2004,0.220992984,South East
1362,"Madera, CA (MSA)",3075,2004,0.136873498,South East
1363,"Madison, WI (MSA)",28530,2004,0.550942376,South East
1364,"Manchester-Nashua, NH (MSA)",18147,2004,0.38576986,South East
1365,"Manhattan, KS (MSA)",2090,2004,0.08055502,South East
1366,"Mankato-North Mankato, MN (MSA)",3131,2004,0.08864164,South East
1367,"Mansfield, OH (MSA)",3873,2004,0.126726,South East
1368,"McAllen-Edinburg-Mission, TX (MSA)",10202,2004,0.629830843,South East
1369,"Medford, OR (MSA)",5635,2004,0.185814153,South East
1370,"Memphis, TN-MS-AR (MSA)",55514,2004,1.221000308,South East
1371,"Merced, CA (MSA)",5369,2004,0.239441645,South East
1372,"Miami-Fort Lauderdale-West Palm Beach, FL (MSA)",217048,2004,5.180143198,South East
1373,"Michigan City-La Porte, IN (MSA)",3071,2004,0.104697941,South East
1374,"Midland, MI (MSA)",3174,2004,0.080509334,South East
1375,"Midland, TX (MSA)",6278,2004,0.101267865,South East
1376,"Milwaukee-Waukesha-West Allis, WI (MSA)",70481,2004,1.478084892,South East
1377,"Minneapolis-St. Paul-Bloomington, MN-WI (MSA)",168792,2004,3.065601162,South East
1378,"Missoula, MT (MSA)",3652,2004,0.097654892,South East
1379,"Mobile, AL (MSA)",11854,2004,0.381586995,South East
1380,"Modesto, CA (MSA)",13514,2004,0.484981159,South East
1381,"Monroe, LA (MSA)",5390,2004,0.16772989,South East
1382,"Monroe, MI (MSA)",3854,2004,0.147855444,South East
1383,"Montgomery, AL (MSA)",12446,2004,0.343318989,South East
1384,"Morgantown, WV (MSA)",3877,2004,0.112710041,South East
1385,"Morristown, TN (MSA)",3057,2004,0.104220646,South East
1386,"Mount Vernon-Anacortes, WA (MSA)",3838,2004,0.098395119,South East
1387,"Muncie, IN (MSA)",3177,2004,0.11608872,South East
1388,"Muskegon, MI (MSA)",4421,2004,0.166528552,South East
1389,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC (MSA)",10810,2004,0.292636708,South East
1390,"Napa, CA (MSA)",6010,2004,0.127766322,South East
1391,"Naples-Immokalee-Marco Island, FL (MSA)",12187,2004,0.286046239,South East
1392,"Nashville-Davidson--Murfreesboro--Franklin, TN (MSA)",66508,2004,1.442689805,South East
1393,"New Bern, NC (MSA)",3583,2004,0.112429006,South East
1394,"New Haven-Milford, CT (MSA)",34146,2004,0.818299463,South East
1395,"New Orleans-Metairie, LA (MSA)",63858,2004,1.231377389,South East
1396,"New York-Newark-Jersey City, NY-NJ-PA (MSA)",1018921,2004,18.66702697,South East
1397,"Niles-Benton Harbor, MI (MSA)",4765,2004,0.155393947,South East
1398,"North Port-Sarasota-Bradenton, FL (MSA)",21098,2004,0.633478457,South East
1399,"Norwich-New London, CT (MSA)",11751,2004,0.258895327,South East
1400,"Ocala, FL (MSA)",6002,2004,0.281678243,South East
1401,"Ocean City, NJ (MSA)",3692,2004,0.096956328,South East
1402,"Odessa, TX (MSA)",3409,2004,0.112951857,South East
1403,"Ogden-Clearfield, UT (MSA)",14668,2004,0.502931596,South East
1404,"Oklahoma City, OK (MSA)",43941,2004,1.0707915,South East
1405,"Olympia-Tumwater, WA (MSA)",6749,2004,0.214984232,South East
1406,"Omaha-Council Bluffs, NE-IA (MSA)",37569,2004,0.777134228,South East
1407,"Orlando-Kissimmee-Sanford, FL (MSA)",81946,2004,1.819889846,South East
1408,"Oshkosh-Neenah, WI (MSA)",6640,2004,0.156294134,South East
1409,"Owensboro, KY (MSA)",3562,2004,0.107883817,South East
1410,"Oxnard-Thousand Oaks-Ventura, CA (MSA)",30537,2004,0.772052689,South East
1411,"Palm Bay-Melbourne-Titusville, FL (MSA)",15101,2004,0.506371135,South East
1412,"Panama City, FL (MSA)",5531,2004,0.167819649,South East
1413,"Parkersburg-Vienna, WV (MSA)",2736,2004,0.089379635,South East
1414,"Pensacola-Ferry Pass-Brent, FL (MSA)",11558,2004,0.418116702,South East
1415,"Peoria, IL (MSA)",13507,2004,0.355784427,South East
1416,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (MSA)",279941,2004,5.611277035,South East
1417,"Phoenix-Mesa-Scottsdale, AZ (MSA)",152071,2004,3.536041483,South East
1418,"Pine Bluff, AR (MSA)",2748,2004,0.102099201,South East
1419,"Pittsburgh, PA (MSA)",95324,2004,2.288801383,South East
1420,"Pittsfield, MA (MSA)",5053,2004,0.128408427,South East
1421,"Pocatello, ID (MSA)",2095,2004,0.075186621,South East
1422,"Portland-South Portland, ME (MSA)",21757,2004,0.491983809,South East
1423,"Portland-Vancouver-Hillsboro, OR-WA (MSA)",92650,2004,2.009935786,South East
1424,"Port St. Lucie, FL (MSA)",9160,2004,0.356004664,South East
1425,"Prescott, AZ (MSA)",3512,2004,0.178373711,South East
1426,"Providence-Warwick, RI-MA (MSA)",57903,2004,1.568167046,South East
1427,"Provo-Orem, UT (MSA)",10428,2004,0.41001848,South East
1428,"Pueblo, CO (MSA)",3529,2004,0.142029219,South East
1429,"Punta Gorda, FL (MSA)",2998,2004,0.151736006,South East
1430,"Racine, WI (MSA)",6242,2004,0.185967526,South East
1431,"Raleigh, NC (MSA)",39192,2004,0.883339344,South East
1432,"Rapid City, SD (MSA)",4204,2004,0.121527477,South East
1433,"Reading, PA (MSA)",12198,2004,0.377413366,South East
1434,"Redding, CA (MSA)",4915,2004,0.168523916,South East
1435,"Reno, NV (MSA)",17147,2004,0.372137943,South East
1436,"Richmond, VA (MSA)",50800,2004,1.080828067,South East
1437,"Riverside-San Bernardino-Ontario, CA (MSA)",95989,2004,3.623730605,South East
1438,"Roanoke, VA (MSA)",10846,2004,0.284433022,South East
1439,"Rochester, MN (MSA)",8238,2004,0.192323855,South East
1440,"Rochester, NY (MSA)",39645,2004,1.040687754,South East
1441,"Rockford, IL (MSA)",10747,2004,0.32260679,South East
1442,"Rocky Mount, NC (MSA)",5179,2004,0.143470552,South East
1443,"Rome, GA (MSA)",3042,2004,0.091623746,South East
1444,"Sacramento--Roseville--Arden-Arcade, CA (MSA)",81004,2004,1.944313763,South East
1445,"Saginaw, MI (MSA)",6593,2004,0.205434207,South East
1446,"St. Cloud, MN (MSA)",6667,2004,0.170576948,South East
1447,"St. George, UT (MSA)",2535,2004,0.106151334,South East
1448,"St. Joseph, MO-KS (MSA)",3461,2004,0.119998613,South East
1449,"St. Louis, MO-IL (MSA)",112031,2004,2.627800061,South East
1450,"Salem, OR (MSA)",10637,2004,0.355728714,South East
1451,"Salinas, CA (MSA)",15436,2004,0.402702773,South East
1452,"Salisbury, MD-DE (MSA)",10409,2004,0.331032947,South East
1453,"Salt Lake City, UT (MSA)",45490,2004,0.946229849,South East
1454,"San Angelo, TX (MSA)",3128,2004,0.100714792,South East
1455,"San Antonio-New Braunfels, TX (MSA)",60627,2004,1.778282932,South East
1456,"San Diego-Carlsbad, CA (MSA)",141494,2004,2.842386501,South East
1457,"San Francisco-Oakland-Hayward, CA (MSA)",262224,2004,3.965340471,South East
1458,"San Jose-Sunnyvale-Santa Clara, CA (MSA)",119896,2004,1.706996213,South East
1459,"San Luis Obispo-Paso Robles-Arroyo Grande, CA (MSA)",9353,2004,0.246228775,South East
1460,"Santa Cruz-Watsonville, CA (MSA)",9045,2004,0.246350365,South East
1461,"Santa Fe, NM (MSA)",5521,2004,0.129954807,South East
1462,"Santa Maria-Santa Barbara, CA (MSA)",16399,2004,0.394567153,South East
1463,"Santa Rosa, CA (MSA)",17935,2004,0.454142611,South East
1464,"Savannah, GA (MSA)",10471,2004,0.298736127,South East
1465,"Scranton--Wilkes-Barre--Hazleton, PA (MSA)",16591,2004,0.538249416,South East
1466,"Seattle-Tacoma-Bellevue, WA (MSA)",173432,2004,3.070027615,South East
1467,"Sebastian-Vero Beach, FL (MSA)",3568,2004,0.121096932,South East
1468,"Sebring, FL (MSA)",1579,2004,0.091150494,South East
1469,"Sheboygan, WI (MSA)",4627,2004,0.109944161,South East
1470,"Sherman-Denison, TX (MSA)",2756,2004,0.112292711,South East
1471,"Shreveport-Bossier City, LA (MSA)",16682,2004,0.378028054,South East
1472,"Sierra Vista-Douglas, AZ (MSA)",2841,2004,0.118671679,South East
1473,"Sioux City, IA-NE-SD (MSA)",6060,2004,0.164165357,South East
1474,"Sioux Falls, SD (MSA)",12063,2004,0.198499284,South East
1475,"South Bend-Mishawaka, IN-MI (MSA)",10883,2004,0.308134432,South East
1476,"Spartanburg, SC (MSA)",9444,2004,0.283816679,South East
1477,"Spokane-Spokane Valley, WA (MSA)",14940,2004,0.471754713,South East
1478,"Springfield, IL (MSA)",7993,2004,0.198003369,South East
1479,"Springfield, MA (MSA)",17713,2004,0.594575543,South East
1480,"Springfield, MO (MSA)",12195,2004,0.383526748,South East
1481,"Springfield, OH (MSA)",3353,2004,0.138725693,South East
1482,"State College, PA (MSA)",4493,2004,0.139399957,South East
1483,"Staunton-Waynesboro, VA (MSA)",3674,2004,0.110029649,South East
1484,"Stockton-Lodi, CA (MSA)",17118,2004,0.626711576,South East
1485,"Sumter, SC (MSA)",2699,2004,0.102557282,South East
1486,"Syracuse, NY (MSA)",22397,2004,0.636169971,South East
1487,"Tallahassee, FL (MSA)",11136,2004,0.327404228,South East
1488,"Tampa-St. Petersburg-Clearwater, FL (MSA)",95542,2004,2.511091253,South East
1489,"Terre Haute, IN (MSA)",4843,2004,0.165081638,South East
1490,"Texarkana, TX-AR (MSA)",3963,2004,0.139390102,South East
1491,"The Villages, FL (MSA)",936,2004,0.061839323,South East
1492,"Toledo, OH (MSA)",23421,2004,0.598482138,South East
1493,"Topeka, KS (MSA)",7690,2004,0.219519854,South East
1494,"Trenton, NJ (MSA)",20389,2004,0.349234353,South East
1495,"Tucson, AZ (MSA)",25737,2004,0.869816486,South East
1496,"Tulsa, OK (MSA)",34180,2004,0.821003075,South East
1497,"Tuscaloosa, AL (MSA)",6720,2004,0.198575692,South East
1498,"Tyler, TX (MSA)",6624,2004,0.174568454,South East
1499,"Urban Honolulu, HI (MSA)",39474,2004,0.872758628,South East
1500,"Utica-Rome, NY (MSA)",7475,2004,0.289661319,South East
1501,"Valdosta, GA (MSA)",3312,2004,0.120515246,South East
1502,"Vallejo-Fairfield, CA (MSA)",11467,2004,0.385367657,South East
1503,"Victoria, TX (MSA)",2779,2004,0.08426319,South East
1504,"Vineland-Bridgeton, NJ (MSA)",4169,2004,0.145200613,South East
1505,"Virginia Beach-Norfolk-Newport News, VA-NC (MSA)",63305,2004,1.582743706,South East
1506,"Visalia-Porterville, CA (MSA)",9491,2004,0.399705201,South East
1507,"Waco, TX (MSA)",6683,2004,0.231823227,South East
1508,"Walla Walla, WA (MSA)",1739,2004,0.060087765,South East
1509,"Warner Robins, GA (MSA)",4800,2004,0.154147532,South East
1510,"Washington-Arlington-Alexandria, DC-VA-MD-WV (MSA)",323455,2004,5.041538078,South East
1511,"Waterloo-Cedar Falls, IA (MSA)",6383,2004,0.158670578,South East
1512,"Watertown-Fort Drum, NY (MSA)",3343,2004,0.104878431,South East
1513,"Wausau, WI (MSA)",4937,2004,0.124486245,South East
1514,"Weirton-Steubenville, WV-OH (MSA)",3189,2004,0.119474,South East
1515,"Wenatchee, WA (MSA)",2984,2004,0.100080494,South East
1516,"Wheeling, WV-OH (MSA)",4087,2004,0.141492124,South East
1517,"Wichita, KS (MSA)",21469,2004,0.56939398,South East
1518,"Wichita Falls, TX (MSA)",4691,2004,0.138565605,South East
1519,"Williamsport, PA (MSA)",3170,2004,0.114172519,South East
1520,"Wilmington, NC (MSA)",7729,2004,0.21531647,South East
1521,"Winchester, VA-WV (MSA)",3995,2004,0.111408572,South East
1522,"Winston-Salem, NC (MSA)",23584,2004,0.584978669,South East
1523,"Worcester, MA-CT (MSA)",27504,2004,0.865177729,South East
1524,"Yakima, WA (MSA)",5951,2004,0.226308184,South East
1525,"York-Hanover, PA (MSA)",12164,2004,0.388216896,South East
1526,"Youngstown-Warren-Boardman, OH-PA (MSA)",16234,2004,0.566968184,South East
1527,"Yuba City, CA (MSA)",3838,2004,0.145455924,South East
1528,"Yuma, AZ (MSA)",4160,2004,0.170891016,South East
1529,United States Metropolitan Portion,11371410,2005,250.0419983,South East
1530,"Abilene, TX (MSA)",4452,2005,0.160762648,South East
1531,"Akron, OH (MSA)",25555,2005,0.702485018,South East
1532,"Albany, GA (MSA)",4710,2005,0.156879726,South East
1533,"Albany, OR (MSA)",2924,2005,0.108136095,South East
1534,"Albany-Schenectady-Troy, NY (MSA)",34346,2005,0.854611958,South East
1535,"Albuquerque, NM (MSA)",33221,2005,0.809537734,South East
1536,"Alexandria, LA (MSA)",4262,2005,0.147945015,South East
1537,"Allentown-Bethlehem-Easton, PA-NJ (MSA)",25794,2005,0.787747374,South East
1538,"Altoona, PA (MSA)",3670,2005,0.126735272,South East
1539,"Amarillo, TX (MSA)",7893,2005,0.240376416,South East
1540,"Ames, IA (MSA)",3137,2005,0.082875409,South East
1541,"Anchorage, AK (MSA)",21180,2005,0.350900446,South East
1542,"Ann Arbor, MI (MSA)",17178,2005,0.342232139,South East
1543,"Anniston-Oxford-Jacksonville, AL (MSA)",3263,2005,0.114487211,South East
1544,"Appleton, WI (MSA)",8730,2005,0.215928766,South East
1545,"Asheville, NC (MSA)",11967,2005,0.396415794,South East
1546,"Athens-Clarke County, GA (MSA)",5529,2005,0.17896679,South East
1547,"Atlanta-Sandy Springs-Roswell, GA (MSA)",244240,2005,4.770871587,South East
1548,"Atlantic City-Hammonton, NJ (MSA)",12991,2005,0.270324823,South East
1549,"Auburn-Opelika, AL (MSA)",3018,2005,0.126117844,South East
1550,"Augusta-Richmond County, GA-SC (MSA)",16802,2005,0.531305338,South East
1551,"Austin-Round Rock, TX (MSA)",66174,2005,1.453351489,South East
1552,"Bakersfield, CA (MSA)",23666,2005,0.760720026,South East
1553,"Baltimore-Columbia-Towson, MD (MSA)",121468,2005,2.644230141,South East
1554,"Bangor, ME (MSA)",4881,2005,0.149733112,South East
1555,"Barnstable Town, MA (MSA)",8179,2005,0.221990012,South East
1556,"Baton Rouge, LA (MSA)",37244,2005,0.735509608,South East
1557,"Battle Creek, MI (MSA)",4593,2005,0.138937625,South East
1558,"Bay City, MI (MSA)",2645,2005,0.109153186,South East
1559,"Beaumont-Port Arthur, TX (MSA)",13761,2005,0.400122121,South East
1560,"Beckley, WV (MSA)",3243,2005,0.124567873,South East
1561,"Bellingham, WA (MSA)",7675,2005,0.185444705,South East
1562,"Bend-Redmond, OR (MSA)",5546,2005,0.140568764,South East
1563,"Billings, MT (MSA)",6080,2005,0.148564447,South East
1564,"Binghamton, NY (MSA)",6838,2005,0.252082873,South East
1565,"Birmingham-Hoover, AL (MSA)",48640,2005,1.086320491,South East
1566,"Bismarck, ND (MSA)",4065,2005,0.105944903,South East
1567,"Blacksburg-Christiansburg-Radford, VA (MSA)",4817,2005,0.170997515,South East
1568,"Bloomington, IL (MSA)",7966,2005,0.177010422,South East
1569,"Bloomington, IN (MSA)",4683,2005,0.150100965,South East
1570,"Bloomsburg-Berwick, PA (MSA)",2643,2005,0.083708114,South East
1571,"Boise City, ID (MSA)",23697,2005,0.546984281,South East
1572,"Boston-Cambridge-Newton, MA-NH (MSA)",263971,2005,4.418072571,South East
1573,"Boulder, CO (MSA)",15532,2005,0.280239607,South East
1574,"Bowling Green, KY (MSA)",4352,2005,0.14592764,South East
1575,"Bremerton-Silverdale, WA (MSA)",7608,2005,0.239795758,South East
1576,"Bridgeport-Stamford-Norwalk, CT (MSA)",73343,2005,0.897656202,South East
1577,"Brownsville-Harlingen, TX (MSA)",6160,2005,0.37342386,South East
1578,"Brunswick, GA (MSA)",2993,2005,0.101540236,South East
1579,"Buffalo-Cheektowaga-Niagara Falls, NY (MSA)",38463,2005,1.148560678,South East
1580,"Burlington, NC (MSA)",4198,2005,0.139297209,South East
1581,"Burlington-South Burlington, VT (MSA)",9246,2005,0.206628377,South East
1582,"California-Lexington Park, MD (MSA)",3572,2005,0.096870424,South East
1583,"Canton-Massillon, OH (MSA)",12570,2005,0.405170191,South East
1584,"Cape Coral-Fort Myers, FL (MSA)",20587,2005,0.555025342,South East
1585,"Cape Girardeau, MO-IL (MSA)",2879,2005,0.093174536,South East
1586,"Carbondale-Marion, IL (MSA)",3295,2005,0.123886153,South East
1587,"Carson City, NV (MSA)",2618,2005,0.055973659,South East
1588,"Casper, WY (MSA)",4842,2005,0.069927646,South East
1589,"Cedar Rapids, IA (MSA)",11646,2005,0.247271646,South East
1590,"Chambersburg-Waynesboro, PA (MSA)",3534,2005,0.138920555,South East
1591,"Champaign-Urbana, IL (MSA)",7109,2005,0.221408995,South East
1592,"Charleston, WV (MSA)",10329,2005,0.229034547,South East
1593,"Charleston-North Charleston, SC (MSA)",22900,2005,0.598333029,South East
1594,"Charlotte-Concord-Gastonia, NC-SC (MSA)",108474,2005,1.934169,South East
1595,"Charlottesville, VA (MSA)",8082,2005,0.204976033,South East
1596,"Chattanooga, TN-GA (MSA)",18528,2005,0.499568594,South East
1597,"Cheyenne, WY (MSA)",3692,2005,0.085730872,South East
1598,"Chicago-Naperville-Elgin, IL-IN-WI (MSA)",470530,2005,9.276279473,South East
1599,"Chico, CA (MSA)",5476,2005,0.21475352,South East
1600,"Cincinnati, OH-KY-IN (MSA)",90765,2005,2.054901517,South East
1601,"Clarksville, TN-KY (MSA)",7860,2005,0.237627354,South East
1602,"Cleveland, TN (MSA)",3169,2005,0.109426796,South East
1603,"Cleveland-Elyria, OH (MSA)",98309,2005,2.111674364,South East
1604,"Coeur d'Alene, ID (MSA)",3614,2005,0.125980409,South East
1605,"College Station-Bryan, TX (MSA)",5195,2005,0.203486095,South East
1606,"Colorado Springs, CO (MSA)",21951,2005,0.58778953,South East
1607,"Columbia, MO (MSA)",5459,2005,0.148779025,South East
1608,"Columbia, SC (MSA)",26941,2005,0.699148804,South East
1609,"Columbus, GA-AL (MSA)",9774,2005,0.286350453,South East
1610,"Columbus, IN (MSA)",3454,2005,0.073669617,South East
1611,"Columbus, OH (MSA)",83977,2005,1.791127226,South East
1612,"Corpus Christi, TX (MSA)",13921,2005,0.416297847,South East
1613,"Corvallis, OR (MSA)",3758,2005,0.080933819,South East
1614,"Crestview-Fort Walton Beach-Destin, FL (MSA)",10616,2005,0.233436682,South East
1615,"Cumberland, MD-WV (MSA)",2195,2005,0.10118005,South East
1616,"Dallas-Fort Worth-Arlington, TX (MSA)",311292,2005,5.776540667,South East
1617,"Dalton, GA (MSA)",5801,2005,0.13387335,South East
1618,"Danville, IL (MSA)",2152,2005,0.082711969,South East
1619,"Daphne-Fairhope-Foley, AL (MSA)",4307,2005,0.162197786,South East
1620,"Davenport-Moline-Rock Island, IA-IL (MSA)",14838,2005,0.372879652,South East
1621,"Dayton, OH (MSA)",31583,2005,0.804764938,South East
1622,"Decatur, AL (MSA)",4256,2005,0.148411619,South East
1623,"Decatur, IL (MSA)",4754,2005,0.111085148,South East
1624,"Deltona-Daytona Beach-Ormond Beach, FL (MSA)",12770,2005,0.563299515,South East
1625,"Denver-Aurora-Lakewood, CO (MSA)",132970,2005,2.332766092,South East
